ENLIGHTEN Version,2.2.7
Measurement ID,,,20220729-115930-568242-WP-00643,,,20220729-115932-057268-WP-00643,,,20220729-115932-881261-WP-00643,,,20220729-115933-648184-WP-00643,,,20220729-115934-368206-WP-00643,,,20220729-115935-072221-WP-00643,,,20220729-115935-729245-WP-00643,,,20220729-115936-291132-WP-00643,,,20220729-115936-929159-WP-00643,,,20220729-115938-005895-WP-00643,,
Serial Number,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,
Model,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,
31,806.00,334.87,4683.00,4683.00,0.00,1974.00,1974.00,0.00,3645.00,3645.00,0.00,2912.00,2912.00,0.00,2251.00,2251.00,0.00,3208.00,3208.00,0.00,2853.00,2853.00,0.00,5230.00,5230.00,0.00,3686.00,3686.00,0.00,2479.00,2479.00,0.00
32,806.14,337.04,4617.00,4617.00,0.00,1968.00,1968.00,0.00,3681.00,3681.00,0.00,2963.00,2963.00,0.00,2236.00,2236.00,0.00,3191.00,3191.00,0.00,2855.00,2855.00,0.00,5194.00,5194.00,0.00,3768.00,3768.00,0.00,2467.00,2467.00,0.00
33,806.28,339.21,4689.00,4689.00,0.00,1951.00,1951.00,0.00,3722.00,3722.00,0.00,2963.00,2963.00,0.00,2249.00,2249.00,0.00,3271.00,3271.00,0.00,2878.00,2878.00,0.00,5205.00,5205.00,0.00,3736.00,3736.00,0.00,2504.00,2504.00,0.00
34,806.42,341.38,4763.00,4763.00,0.00,1951.00,1951.00,0.00,3747.00,3747.00,0.00,2965.00,2965.00,0.00,2270.00,2270.00,0.00,3295.00,3295.00,0.00,2872.00,2872.00,0.00,5245.00,5245.00,0.00,3802.00,3802.00,0.00,2488.00,2488.00,0.00
35,806.56,343.54,4710.00,4710.00,0.00,2004.00,2004.00,0.00,3751.00,3751.00,0.00,3014.00,3014.00,0.00,2295.00,2295.00,0.00,3318.00,3318.00,0.00,2897.00,2897.00,0.00,5346.00,5346.00,0.00,3794.00,3794.00,0.00,2504.00,2504.00,0.00
36,806.70,345.71,4780.00,4780.00,0.00,2004.00,2004.00,0.00,3804.00,3804.00,0.00,3020.00,3020.00,0.00,2289.00,2289.00,0.00,3333.00,3333.00,0.00,2929.00,2929.00,0.00,5374.00,5374.00,0.00,3812.00,3812.00,0.00,2542.00,2542.00,0.00
37,806.84,347.88,4812.00,4812.00,0.00,2031.00,2031.00,0.00,3840.00,3840.00,0.00,3071.00,3071.00,0.00,2338.00,2338.00,0.00,3386.00,3386.00,0.00,2971.00,2971.00,0.00,5476.00,5476.00,0.00,3929.00,3929.00,0.00,2553.00,2553.00,0.00
38,806.99,350.04,4894.00,4894.00,0.00,2035.00,2035.00,0.00,3878.00,3878.00,0.00,3117.00,3117.00,0.00,2365.00,2365.00,0.00,3419.00,3419.00,0.00,3054.00,3054.00,0.00,5499.00,5499.00,0.00,3975.00,3975.00,0.00,2578.00,2578.00,0.00
39,807.13,352.20,4972.00,4972.00,0.00,2097.00,2097.00,0.00,3950.00,3950.00,0.00,3145.00,3145.00,0.00,2376.00,2376.00,0.00,3458.00,3458.00,0.00,3029.00,3029.00,0.00,5589.00,5589.00,0.00,3956.00,3956.00,0.00,2597.00,2597.00,0.00
40,807.27,354.37,5049.00,5049.00,0.00,2107.00,2107.00,0.00,4051.00,4051.00,0.00,3219.00,3219.00,0.00,2452.00,2452.00,0.00,3487.00,3487.00,0.00,3086.00,3086.00,0.00,5738.00,5738.00,0.00,4110.00,4110.00,0.00,2684.00,2684.00,0.00
